id,uri,nome,siglaPartido,uriPartido,siglaUf,idLegislatura,urlFoto,email
141463,https://dadosabertos.camara.leg.br/api/v2/deputados/141463,ABELARDO CAMARINHA,PSB,https://dadosabertos.camara.leg.br/api/v2/partidos/36832,SP,54,https://www.camara.leg.br/internet/deputado/bandep/141463.jpg,
73764,https://dadosabertos.camara.leg.br/api/v2/deputados/73764,ABELARDO LUPION,DEM,https://dadosabertos.camara.leg.br/api/v2/partidos/36769,PR,54,https://www.camara.leg.br/internet/deputado/bandep/73764.jpg,
161907,https://dadosabertos.camara.leg.br/api/v2/deputados/161907,ACELINO POPÓ,PRB,https://dadosabertos.camara.leg.br/api/v2/partidos/36815,BA,54,https://www.camara.leg.br/internet/deputado/bandep/161907.jpg,
133374,https://dadosabertos.camara.leg.br/api/v2/deputados/133374,ADEMIR CAMILO,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36763,MG,54,https://www.camara.leg.br/internet/deputado/bandep/133374.jpg,
160577,https://dadosabertos.camara.leg.br/api/v2/deputados/160577,ADRIAN,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,RJ,54,https://www.camara.leg.br/internet/deputado/bandep/160577.jpg,
141372,https://dadosabertos.camara.leg.br/api/v2/deputados/141372,AELTON FREITAS,PR,https://dadosabertos.camara.leg.br/api/v2/partidos/36814,MG,54,https://www.camara.leg.br/internet/deputado/bandep/141372.jpg,
160508,https://dadosabertos.camara.leg.br/api/v2/deputados/160508,AFONSO FLORENCE,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,BA,54,https://www.camara.leg.br/internet/deputado/bandep/160508.jpg,
136811,https://dadosabertos.camara.leg.br/api/v2/deputados/136811,AFONSO HAMM,PP**,https://dadosabertos.camara.leg.br/api/v2/partidos/36809,RS,54,https://www.camara.leg.br/internet/deputado/bandep/136811.jpg,
178835,https://dadosabertos.camara.leg.br/api/v2/deputados/178835,AFONSO MOTTA,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,RS,54,https://www.camara.leg.br/internet/deputado/bandep/178835.jpg,
160638,https://dadosabertos.camara.leg.br/api/v2/deputados/160638,AGNOLIN,PDT,https://dadosabertos.camara.leg.br/api/v2/partidos/36786,TO,54,https://www.camara.leg.br/internet/deputado/bandep/160638.jpg,
160527,https://dadosabertos.camara.leg.br/api/v2/deputados/160527,AGUINALDO RIBEIRO,PP**,https://dadosabertos.camara.leg.br/api/v2/partidos/36809,PB,54,https://www.camara.leg.br/internet/deputado/bandep/160527.jpg,
173269,https://dadosabertos.camara.leg.br/api/v2/deputados/173269,AKIRA OTSUBO,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,MS,54,https://www.camara.leg.br/internet/deputado/bandep/173269.jpg,
160582,https://dadosabertos.camara.leg.br/api/v2/deputados/160582,ALBERTO FILHO,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,MA,54,https://www.camara.leg.br/internet/deputado/bandep/160582.jpg,
74696,https://dadosabertos.camara.leg.br/api/v2/deputados/74696,ALBERTO MOURAO,PSDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36835,SP,54,https://www.camara.leg.br/internet/deputado/bandep/74696.jpg,
160559,https://dadosabertos.camara.leg.br/api/v2/deputados/160559,ALCEU MOREIRA,PMDB,https://dadosabertos.camara.leg.br/api/v2/partidos/36800,RS,54,https://www.camara.leg.br/internet/deputado/bandep/160559.jpg,
73428,https://dadosabertos.camara.leg.br/api/v2/deputados/73428,ALDO REBELO,PCdoB,https://dadosabertos.camara.leg.br/api/v2/partidos/36779,SP,54,https://www.camara.leg.br/internet/deputado/bandep/73428.jpg,
160511,https://dadosabertos.camara.leg.br/api/v2/deputados/160511,ALESSANDRO MOLON,PT,https://dadosabertos.camara.leg.br/api/v2/partidos/36844,RJ,54,https://www.camara.leg.br/internet/deputado/bandep/160511.jpg,
